cref_entrainement;2;1;Ou
cref_entrainement;2;2;poko
cref_entrainement;2;3;ba-y
cref_entrainement;2;4;lajan
cref_entrainement;2;5;oben
cref_entrainement;2;6;ou
cref_entrainement;2;7;ja
cref_entrainement;2;8;ba-y
cref_entrainement;2;9;li
cref_entrainement;2;10;?
cref_entrainement;3;1;i
cref_entrainement;3;2;ké
cref_entrainement;3;3;byen
cref_entrainement;3;4;gaté
cref_entrainement;3;5;";"
cref_entrainement;3;6;ki
cref_entrainement;3;7;laj
cref_entrainement;3;8;a'y
cref_entrainement;91;1;an
cref_entrainement;91;2;pa
cref_entrainement;91;3;bezwen
cref_entrainement;91;4;travay
cref_entrainement;91;5;,
cref_entrainement;91;6;pa
cref_entrainement;91;7;bezwen
cref_entrainement;91;8;travay
cref_entrainement;91;9;lékòl
cref_entrainement;91;10;,
cref_entrainement;91;11;pa
cref_entrainement;91;12;bizwen
cref_entrainement;91;13;fè
cref_entrainement;91;14;ayen
cref_entrainement;91;15;piskè
cref_entrainement;91;16;yo
cref_entrainement;91;17;ka
cref_entrainement;91;18;ban
cref_entrainement;91;19;mwen
cref_entrainement;91;20;tout
cref_entrainement;91;21;sa
cref_entrainement;91;22;an
cref_entrainement;91;23;bizwen
cref_entrainement;91;24;.
cref_entrainement;92;1;gadé
cref_entrainement;92;2;si
cref_entrainement;92;3;ou
cref_entrainement;92;4;kouté
cref_entrainement;92;5;mizik
cref_entrainement;92;6;kréòl
cref_entrainement;92;7;é
cref_entrainement;92;8;ou
cref_entrainement;92;9;kouté
cref_entrainement;92;10;mizik
cref_entrainement;92;11;an
cref_entrainement;92;12;fransé
cref_entrainement;92;13;sé
cref_entrainement;92;14;dé
cref_entrainement;92;15;biten
cref_entrainement;92;16;diféran
cref_entrainement;92;17;.
cref_entrainement;25;1;Mandé
cref_entrainement;25;2;mwen
cref_entrainement;25;3;menm
cref_entrainement;25;4;,
cref_entrainement;25;5;si
cref_entrainement;25;6;an
cref_entrainement;25;7;té
cref_entrainement;25;8;ni
cref_entrainement;25;9;kouzin
cref_entrainement;25;10;ki
cref_entrainement;25;11;té
cref_entrainement;25;12;vin
cref_entrainement;25;13;,
cref_entrainement;25;14;si
cref_entrainement;25;15;an
cref_entrainement;25;16;té
cref_entrainement;25;17;ni
cref_entrainement;25;18;kouzin
cref_entrainement;25;19;ki
cref_entrainement;25;20;pa
cref_entrainement;25;21;ka
cref_entrainement;25;22;tann
cref_entrainement;25;23;.
cref_entrainement;26;1;Pli
cref_entrainement;26;2;gran
cref_entrainement;26;3;kilti
cref_entrainement;26;4;a
cref_entrainement;26;5;Mari-Galant
cref_entrainement;26;6;sé
cref_entrainement;26;7;kann
cref_entrainement;26;8;avè
cref_entrainement;26;9;kiles
cref_entrainement;26;10;yo
cref_entrainement;26;11;ka
cref_entrainement;26;12;fè
cref_entrainement;26;13;sik
cref_entrainement;26;14;é
cref_entrainement;26;15;wonm
cref_entrainement;26;16;.
cref_entrainement;49;1;Men
cref_entrainement;49;2;sé
cref_entrainement;49;3;gro
cref_entrainement;49;4;délenkan
cref_entrainement;49;5;la
cref_entrainement;49;6;,
cref_entrainement;49;7;yo
cref_entrainement;49;8;ka
cref_entrainement;49;9;kouri
cref_entrainement;49;10;,
cref_entrainement;49;11;yo
