cref_evaluation;1;1;Si
cref_evaluation;1;2;fanm
cref_evaluation;1;3;-la
cref_evaluation;1;4;pa
cref_evaluation;1;5;té
cref_evaluation;1;6;la
cref_evaluation;1;7;an
cref_evaluation;1;8;té
cref_evaluation;1;9;ké
cref_evaluation;1;10;pati
cref_evaluation;1;11;.
cref_evaluation;4;1;A_fòs
cref_evaluation;4;2;makak
cref_evaluation;4;3;karésé
cref_evaluation;4;4;pitit
cref_evaluation;4;5;a'y
cref_evaluation;4;6;,
cref_evaluation;4;7;i
cref_evaluation;4;8;kyouwé
cref_evaluation;4;9;'y
cref_evaluation;4;10;.
cref_evaluation;5;1;Maladi
cref_evaluation;5;2;vin
cref_evaluation;5;3;a
cref_evaluation;5;4;chouval
cref_evaluation;5;5;i
cref_evaluation;5;6;ka
cref_evaluation;5;7;alé
cref_evaluation;5;8;a
cref_evaluation;5;9;pyé
cref_evaluation;5;10;.
cref_evaluation;6;1;Two
cref_evaluation;6;2;présé
cref_evaluation;6;3;pa
cref_evaluation;6;4;ka
cref_evaluation;6;5;fè
cref_evaluation;6;6;jou
cref_evaluation;6;7;ouvè
cref_evaluation;6;8;.
cref_evaluation;7;1;An
cref_evaluation;7;2;chandèl
cref_evaluation;7;3;,
cref_evaluation;7;4;kabrit
cref_evaluation;7;5;ka
cref_evaluation;7;6;sanb
cref_evaluation;7;7;ti
cref_evaluation;7;8;fi
cref_evaluation;8;1;A_fòs
cref_evaluation;8;2;frékanté
cref_evaluation;8;3;chyen
cref_evaluation;8;4;ou
cref_evaluation;8;5;ka
cref_evaluation;8;6;trapé
cref_evaluation;8;7;pis'
cref_evaluation;9;1;sé
cref_evaluation;9;2;gren
cref_evaluation;9;3;diri
cref_evaluation;9;4;ka
cref_evaluation;9;5;fè
cref_evaluation;9;6;sak
cref_evaluation;9;7;diri
cref_evaluation;9;8;.
cref_evaluation;10;1;Malé
cref_evaluation;10;2;pa
cref_evaluation;10;3;ni
cref_evaluation;10;4;klakson
cref_evaluation;10;5;.
cref_evaluation;11;1;Sé
cref_evaluation;11;2;an
cref_evaluation;11;3;sèl
cref_evaluation;11;4;kominoté
cref_evaluation;11;5;.
cref_evaluation;13;1;Fo
cref_evaluation;13;2;nou
cref_evaluation;13;3;pa
cref_evaluation;13;4;oubliyé
cref_evaluation;13;5;nou
cref_evaluation;13;6;ni
cref_evaluation;13;7;menm
cref_evaluation;13;8;istwa
cref_evaluation;14;1;kréòl
cref_evaluation;14;2;osi
cref_evaluation;14;3;an
cref_evaluation;14;4;fòs
cref_evaluation;14;5;sé
cref_evaluation;14;6;kilti
cref_evaluation;14;7;an
cref_evaluation;14;8;nou
cref_evaluation;17;1;an
cref_evaluation;17;2;ka
cref_evaluation;17;3;dansé
cref_evaluation;17;4;konsa
cref_evaluation;18;1;men
cref_evaluation;18;2;an
cref_evaluation;18;3;mwen
cref_evaluation;18;4;kolé
cref_evaluation;18;5;si
cref_evaluation;18;6;télé
cref_evaluation;18;7;la
cref_evaluation;18;8;an
cref_evaluation;18;9;ka
cref_evaluation;18;10;santi
cref_evaluation;18;11;dè
cref_evaluation;18;12;vibrasyon
cref_evaluation;19;1;é
cref_evaluation;19;2;an
cref_evaluation;19;3;ka
cref_evaluation;19;4;dansé
cref_evaluation;19;5;sé
cref_evaluation;19;6;ritm
cref_evaluation;19;7;la
cref_evaluation;19;8;men
cref_evaluation;19;9;an
cref_evaluation;19;10;pa
cref_evaluation;19;11;ka
cref_evaluation;19;12;tann
cref_evaluation;19;13;sa’w
cref_evaluation;19;14;ka
cref_evaluation;19;15;tann
cref_evaluation;20;1;anmenm
cref_evaluation;20;2;tan
cref_evaluation;20;3;mékrédi
cref_evaluation;20;4;fo
cref_evaluation;20;5;an
cref_evaluation;20;6;ay
cref_evaluation;20;7;an
cref_evaluation;20;8;pisin
cref_evaluation;20;9;la
cref_evaluation;21;1;sa
cref_evaluation;21;2;ké
cref_evaluation;21;3;dépann
cref_evaluation;21;4;si
cref_evaluation;21;5;ou
cref_evaluation;21;6;di
cref_evaluation;21;7;mwen
cref_evaluation;21;8;an
cref_evaluation;21;9;ké
cref_evaluation;21;10;vin
cref_evaluation;21;11;fè
cref_evaluation;21;12;sa
cref_evaluation;21;13;avè
cref_evaluation;21;14;ou
cref_evaluation;21;15;an
cref_evaluation;21;16;pisin
cref_evaluation;21;17;la
cref_evaluation;22;1;an
cref_evaluation;22;2;ké
cref_evaluation;22;3;rivé
cref_evaluation;22;4;avan
cref_evaluation;22;5;dé
cref_evaluation;22;6;tout
cref_evaluation;22;7;fason
cref_evaluation;22;8;men_si
cref_evaluation;22;9;ou
cref_evaluation;22;10;di
cref_evaluation;22;11;mwen
cref_evaluation;22;12;ké
cref_evaluation;22;13;ou
cref_evaluation;22;14;préfè
cref_evaluation;22;15;on
cref_evaluation;22;16;lòt
cref_evaluation;22;17;jou
cref_evaluation;23;1;mal
cref_evaluation;23;2;palé
cref_evaluation;23;3;nou
cref_evaluation;23;4;antré
cref_evaluation;23;5;nou
cref_evaluation;23;6;,
cref_evaluation;23;7;nou
cref_evaluation;23;8;pa
cref_evaluation;23;9;bizwen
cref_evaluation;23;10;sa
cref_evaluation;23;11;ankò
cref_evaluation;23;12;.
cref_evaluation;24;1;blan
cref_evaluation;24;2;,
cref_evaluation;24;3;nèg
cref_evaluation;24;4;,
cref_evaluation;24;5;nwaw
cref_evaluation;24;6;,
cref_evaluation;24;7;DET
cref_evaluation;24;8;,
cref_evaluation;24;9;sé
cref_evaluation;24;10;an
cref_evaluation;24;11;sèl
cref_evaluation;24;12;fòs
cref_evaluation;27;1;ki
cref_evaluation;27;2;sé
cref_evaluation;27;3;moun
cref_evaluation;27;4;Gwadoup
cref_evaluation;27;5;,
cref_evaluation;27;6;Matinik
cref_evaluation;27;7;,
cref_evaluation;27;8;Ayiti
cref_evaluation;27;9;,
cref_evaluation;27;10;Guyan
cref_evaluation;27;11;nou
cref_evaluation;27;12;sé
cref_evaluation;27;13;an
cref_evaluation;27;14;sèl
cref_evaluation;27;15;kréòl
cref_evaluation;27;16;,
cref_evaluation;27;17;sé
cref_evaluation;27;18;an
cref_evaluation;27;19;sèl
cref_evaluation;27;20;fòs
cref_evaluation;27;21;.
cref_evaluation;28;1;an_jénéral
cref_evaluation;28;2;,
cref_evaluation;28;3;lè
cref_evaluation;28;4;ou
cref_evaluation;28;5;pa
cref_evaluation;28;6;ni
cref_evaluation;28;7;manman
cref_evaluation;28;8;'w
cref_evaluation;28;9;,
cref_evaluation;28;10;papa
cref_evaluation;28;11;'w
cref_evaluation;28;12;dèryé
cref_evaluation;28;13;do
cref_evaluation;28;14;a’w
cref_evaluation;28;15;,
cref_evaluation;28;16;ou
cref_evaluation;28;17;tou
cref_evaluation;28;18;jèn
cref_evaluation;28;19;.
cref_evaluation;29;1;an
cref_evaluation;29;2;té
cref_evaluation;29;3;byen
cref_evaluation;29;4;émé
cref_evaluation;29;5;sa
cref_evaluation;29;6;,
cref_evaluation;29;7;an
cref_evaluation;29;8;té
cref_evaluation;29;9;ka
cref_evaluation;29;10;aprann
cref_evaluation;29;11;byen
cref_evaluation;29;12;,
cref_evaluation;29;13;an
cref_evaluation;29;14;té
