cref_entrainement;2;1;Ou;PRON;100;ref
cref_entrainement;2;2;poko;ADV;100;ref
cref_entrainement;2;3;ba-y;VERB+PRON;100;ref
cref_entrainement;2;4;lajan;NOUN;100;ref
cref_entrainement;2;5;oben;CCONJ;100;ref
cref_entrainement;2;6;ou;PRON;100;ref
cref_entrainement;2;7;ja;ADV;100;ref
cref_entrainement;2;8;ba-y;VERB+PRON;100;ref
cref_entrainement;2;9;li;PRON;100;ref
cref_entrainement;2;10;?;PUNCT;100;ref
cref_entrainement;3;1;i;PRON;100;ref
cref_entrainement;3;2;ké;PART;100;ref
cref_entrainement;3;3;byen;ADV;100;ref
cref_entrainement;3;4;gaté;ADJ;100;ref
cref_entrainement;3;5;";";PUNCT;100;ref
cref_entrainement;3;6;ki;PRON;100;ref
cref_entrainement;3;7;laj;NOUN;100;ref
cref_entrainement;3;8;a'y;PRON;100;ref
cref_entrainement;91;1;an;PRON;100;ref
cref_entrainement;91;2;pa;ADV;100;ref
cref_entrainement;91;3;bezwen;AUX;100;ref
cref_entrainement;91;4;travay;VERB;100;ref
cref_entrainement;91;5;,;PUNCT;100;ref
cref_entrainement;91;6;pa;ADV;100;ref
cref_entrainement;91;7;bezwen;AUX;100;ref
cref_entrainement;91;8;travay;VERB;100;ref
cref_entrainement;91;9;lékòl;NOUN;100;ref
cref_entrainement;91;10;,;PUNCT;100;ref
cref_entrainement;91;11;pa;ADV;100;ref
cref_entrainement;91;12;bizwen;AUX;100;ref
cref_entrainement;91;13;fè;VERB;100;ref
cref_entrainement;91;14;ayen;NOUN;100;ref
cref_entrainement;91;15;piskè;SCONJ;100;ref
cref_entrainement;91;16;yo;PRON;100;ref
cref_entrainement;91;17;ka;PART;100;ref
cref_entrainement;91;18;ban;VERB;100;ref
cref_entrainement;91;19;mwen;PRON;100;ref
cref_entrainement;91;20;tout;ADV;100;ref
cref_entrainement;91;21;sa;PRON;100;ref
cref_entrainement;91;22;an;PRON;100;ref
cref_entrainement;91;23;bizwen;VERB;100;ref
cref_entrainement;91;24;.;PUNCT;100;ref
cref_entrainement;92;1;gadé;VERB;100;ref
cref_entrainement;92;2;si;SCONJ;100;ref
cref_entrainement;92;3;ou;PRON;100;ref
cref_entrainement;92;4;kouté;VERB;100;ref
cref_entrainement;92;5;mizik;NOUN;100;ref
cref_entrainement;92;6;kréòl;ADJ;100;ref
cref_entrainement;92;7;é;CCONJ;100;ref
cref_entrainement;92;8;ou;PRON;100;ref
cref_entrainement;92;9;kouté;VERB;100;ref
cref_entrainement;92;10;mizik;NOUN;100;ref
cref_entrainement;92;11;an;ADP;100;ref
cref_entrainement;92;12;fransé;ADJ;100;ref
cref_entrainement;92;13;sé;VERB;100;ref
cref_entrainement;92;14;dé;DET;100;ref
cref_entrainement;92;15;biten;NOUN;100;ref
cref_entrainement;92;16;diféran;ADJ;100;ref
cref_entrainement;92;17;.;PUNCT;100;ref
cref_entrainement;25;1;Mandé;VERB;100;ref
cref_entrainement;25;2;mwen;PRON;100;ref
cref_entrainement;25;3;menm;ADJ;100;ref
cref_entrainement;25;4;,;PUNCT;100;ref
cref_entrainement;25;5;si;SCONJ;100;ref
cref_entrainement;25;6;an;PRON;100;ref
cref_entrainement;25;7;té;PART;100;ref
cref_entrainement;25;8;ni;VERB;100;ref
cref_entrainement;25;9;kouzin;NOUN;100;ref
cref_entrainement;25;10;ki;PRON;100;ref
cref_entrainement;25;11;té;PART;100;ref
cref_entrainement;25;12;vin;VERB;100;ref
cref_entrainement;25;13;,;PUNCT;100;ref
cref_entrainement;25;14;si;SCONJ;100;ref
cref_entrainement;25;15;an;PRON;100;ref
cref_entrainement;25;16;té;PART;100;ref
cref_entrainement;25;17;ni;VERB;100;ref
cref_entrainement;25;18;kouzin;NOUN;100;ref
cref_entrainement;25;19;ki;PRON;100;ref
cref_entrainement;25;20;pa;ADV;100;ref
cref_entrainement;25;21;ka;PART;100;ref
cref_entrainement;25;22;tann;VERB;100;ref
cref_entrainement;25;23;.;PUNCT;100;ref
cref_entrainement;26;1;Pli;ADV;100;ref
cref_entrainement;26;2;gran;ADJ;100;ref
cref_entrainement;26;3;kilti;NOUN;100;ref
cref_entrainement;26;4;a;ADP;100;ref
cref_entrainement;26;5;Mari-Galant;PROPN;100;ref
cref_entrainement;26;6;sé;VERB;100;ref
cref_entrainement;26;7;kann;NOUN;100;ref
