1;1;1;D';DET
1;1;2;grìene;ADJ
1;1;3;Lìnse;NOUN
1;1;4;12;NUM
1;1;5;Stùnde;NOUN
1;1;6;làng;ADV
1;1;7;inweiche;VERB
1;1;8;lon;VERB
1;1;9;.;PUNCT
1;2;1;'s;DET
1;2;1;Gemìes;NOUN
1;2;2;ìn;ADP
1;2;3;kleini;ADJ
1;2;4;Vìereck;NOUN
1;2;5;odder;CONJ
1;2;6;Drejeck;NOUN
1;2;7;schniide;VERB
1;2;8;.;PUNCT
1;3;1;Sie;PRON
1;3;1;ìm;ADP
1;3;2;Bùtter;NOUN
1;3;3;schwìtze;VERB
1;3;4;lon;VERB
1;3;5;,;PUNCT
1;3;6;dànn;ADV
1;3;7;d';DET
1;3;8;Lìnse;NOUN
1;3;9;dezügenn;VERB
1;3;10;.;PUNCT
1;4;1;Ànderthàlb;NUM
1;4;1;sovìel;ADV
1;4;2;Wàsser;NOUN
1;4;3;dezüschìtte;VERB
1;4;4;ùn;CONJ
1;4;5;e;DET
1;4;6;Stùnd;NOUN
1;4;7;làng;ADV
1;4;8;kechle;VERB
1;4;9;lon;VERB
1;4;10;.;PUNCT
1;5;1;De;DET
1;5;1;Làchs;NOUN
1;5;2;rìschte;VERB
1;5;3;ùn;CONJ
1;5;4;e;DET
1;5;5;Träschel;NOUN
1;5;6;geraicherter;ADJ
1;5;7;Speck;NOUN
1;5;8;ùm;ADP
1;5;9;jedes;DET
1;5;10;Filee;NOUN
1;5;11;rùmwìckle;VERB
1;5;12;.;PUNCT
1;6;1;De;DET
1;6;1;Rahm;NOUN
1;6;2;gùssàrtig;ADV
1;6;3;inkoche;VERB
1;6;4;lon;VERB
1;6;5;.;PUNCT
1;7;1;Mìt;ADP
1;7;1;Meerretti;NOUN
1;7;2;,;PUNCT
1;7;3;Sàlz;NOUN
1;7;4;ùn;CONJ
1;7;5;Pfeffer;NOUN
1;7;6;üss;ADP
1;7;7;de;DET
1;7;8;Mìehl;NOUN
1;7;9;ànmàche;VERB
1;7;10;.;PUNCT
1;8;1;D';DET
1;8;1;gespìckte;ADJ
1;8;2;Làchsfilee;NOUN
1;8;3;3;NUM
1;8;4;Minüte;NOUN
1;8;5;làng;ADV
1;8;6;ànbrote;VERB
1;8;7;.;PUNCT
1;9;1;Ùf;ADP
1;9;1;e;DET
1;9;2;Grìeni-Lìnse;NOUN
1;9;3;Bett;NOUN
1;9;4;leje;VERB
1;9;5;ùn;CONJ
1;9;6;d';DET
1;9;7;Sauce;NOUN
1;9;8;drùm;ADV
1;9;9;erùm;ADP
1;9;10;nàppìere;VERB
1;9;11;.;PUNCT
1;10;1;Mìteme;ADP
1;10;1;bìssele;NOUN
1;10;2;Kerwelskrüt;NOUN
1;10;3;,;PUNCT
1;10;4;Tomàte-Wìrfel;NOUN
1;10;5;ùn;CONJ
1;10;6;zwei;NUM
1;10;7;Gemìes-Strissle;NOUN
1;10;8;denäwe;ADV
1;10;9;zìere;VERB
1;10;10;.;PUNCT
1;11;1;D';DET
1;11;1;Spàrichle;NOUN
1;11;2;schäle;VERB
1;11;3;ùn;CONJ
1;11;4;d';DET
1;11;5;grìene;ADJ
1;11;6;Spìtze;NOUN
1;11;7;sowie;CONJ
1;11;8;'s;DET
1;11;9;zàrte;ADJ
1;11;10;Teil;NOUN
1;11;11;vùm;ADP
1;11;12;Stìel;NOUN
1;11;13;bhàlte;VERB
1;11;14;.;PUNCT
1;12;1;Se;PRON
1;12;1;wäsche;VERB
1;12;2;ùn;CONJ
1;12;3;se;PRON
1;12;4;ìn;ADP
1;12;5;2;NUM
1;12;6;cm-làngi;ADJ
1;12;7;Stìckle;NOUN
1;12;8;schniide;VERB
1;12;9;.;PUNCT
1;13;1;D';DET
1;13;1;Spàrichle;NOUN
1;13;2;ìn;ADP
1;13;3;e;DET
1;13;4;Sìbb;NOUN
1;13;5;üss;ADP
1;13;6;Metàll;NOUN
1;13;7;màche;VERB
1;13;8;ùn;CONJ
1;13;9;àlles;PRON
1;13;10;zàmme;ADV
1;13;11;5;NUM
1;13;12;Minüte;NOUN
1;13;13;làng;ADV
1;13;14;ìn;ADP
1;13;15;kochendem;ADJ
1;13;16;Sàlzwàsser;NOUN
1;13;17;àbkoche;VERB
1;13;18;.;PUNCT
1;14;1;Se;PRON
1;14;1;àbtropfe;VERB
1;14;2;lon;VERB
1;14;3;,;PUNCT
1;14;4;àbkìehle;VERB
1;14;5;,;PUNCT
1;14;6;wìdder;ADV
1;14;7;àbtropfe;VERB
1;14;8;lon;VERB
1;14;9;.;PUNCT
1;15;1;Ìnere;ADP
1;15;1;Form;NOUN
1;15;2;'s;DET
1;15;3;Mëhl;NOUN
1;15;4;mìt;ADP
1;15;5;de;DET
1;15;6;Eier;NOUN
1;15;7;beàrweite;VERB
1;15;8;,;PUNCT
1;15;9;mìt;ADP
1;15;10;de;DET
1;15;11;Mìlich;NOUN
1;15;12;ùn'em;CONJ
1;15;13;licht;ADV
1;15;14;gschmolzene;ADJ
1;15;15;Bùtter;NOUN
1;15;16;ànrìehre;VERB
1;15;17;,;PUNCT
1;15;18;sàlze;VERB
1;15;19;,;PUNCT
1;15;20;pfeffere;VERB
1;15;21;,;PUNCT
1;15;22;Mùschkàtnùss;NOUN
1;15;23;dezügenn;VERB
1;15;24;.;PUNCT
1;16;1;De;DET
1;16;1;Bodde;NOUN
1;16;2;vùnere;ADP
1;16;3;Plàtt;NOUN
1;16;4;mìt;ADP
1;16;5;Bùtter;NOUN
1;16;6;inschmìere;VERB
1;16;7;,;PUNCT
1;16;8;d';DET
1;16;9;Spàrichle-Stìckle;NOUN
1;16;10;scheen;ADV
1;16;11;ànneleje;VERB
1;16;12;,;PUNCT
1;16;13;de;DET
1;16;14;Teig;NOUN
1;16;15;drìwwer;ADV
1;16;16;màche;VERB
1;16;17;ùn;CONJ
1;16;18;ìn;ADP
1;16;19;heissem;ADJ
1;16;20;Offe;NOUN
1;16;21;210;NUM
1;16;22;°;PUNCT
1;16;23;(;NUM
1;16;24;th7;PUNCT
1;16;25;);NUM
1;16;26;35;ADP
1;16;27;bis;NUM
1;16;28;40;NOUN
1;16;29;Minüte;VERB
1;16;30;koche;VERB
1;16;31;lon;PUNCT
1;16;32;.;DET
1;17;1;d';NOUN
1;17;1;Erdbeere;VERB
1;17;2;wäsche;PUNCT
1;17;3;,;VERB
1;17;4;entstìele;CONJ
1;17;5;ùn;ADP
1;17;6;ìn;NOUN
1;17;7;Vìertel;VERB
1;17;8;schniide;PUNCT
1;17;9;.;ADP
1;18;1;Fer;DET
1;18;1;de;NOUN
1;18;2;Sabayon;PUNCT
1;18;3;:;ADP
1;18;4;ìnere;NOUN
1;18;5;Kàssroll;ADP
1;18;6;mìt;ADJ
1;18;7;dìckem;NOUN
1;18;8;Bodde;PUNCT
1;18;9;(;CONJ
1;18;10;odder;NOUN
1;18;11;Wàsserbàd;PUNCT
1;18;12;);DET
1;18;13;d';NOUN
1;18;14;Eigelbe;CONJ
1;18;15;ùn;DET
1;18;16;de;NOUN
1;18;17;Puderzùcker;VERB
1;18;18;schlaawe;PUNCT
1;18;19;.;VERB
1;19;1;Schlaawe;ADP
1;19;1;bis;SCONJ
1;19;2;dàss;PRON
1;19;3;es;ADJ
1;19;4;wiss;VERB
1;19;5;wùrd;PUNCT
1;19;6;.;NUM
1;20;1;Zwei;NOUN
1;20;1;Sùppeleffel;NOUN
1;20;2;Wisswin;VERB
1;20;3;dezügenn;CONJ
1;20;4;ùn;ADV
1;20;5;wittersch;ADP
1;20;6;zuem;DET
1;20;7;e;NOUN
1;20;8;Schüm;VERB
1;20;9;schlaawe;PUNCT
1;20;10;.;ADV
1;21;1;Licht;VERB
1;21;1;ànkoche;VERB
1;21;2;lon;PUNCT
1;21;3;(;CONJ
1;21;4;odder;ADP
1;21;5;ìm;NOUN
1;21;6;Wàsserbàd;PUNCT
1;21;7;);CONJ
1;21;8;ùn;ADV
1;21;9;debi;ADV
1;21;10;wittersch;VERB
1;21;11;schlaawe;PUNCT
1;21;12;.;ADJ
1;22;1;Nooch;CONJ
1;22;1;ùn;ADJ
1;22;2;nooch;DET
1;22;3;de;NOUN
1;22;4;Rescht;NOUN
1;22;5;Wisswin;VERB
1;22;6;dezügenn;PUNCT
1;22;7;.;DET
1;23;1;D';NOUN
1;23;1;Mìschùng;VERB
1;23;2;muess;ADJ
1;23;3;schümisch;VERB
1;23;4;wëre;CONJ
1;23;5;ùn;PRON
1;23;6;sich;VERB
1;23;7;verdopple;PUNCT
1;23;8;,;PRON
1;23;9;sie;VERB
1;23;10;muess;CONJ
1;23;11;àwwer;PART
1;23;12;nìt;VERB
1;23;13;àbkoche;PUNCT
1;23;14;.;ADP
1;24;1;Vùm;NOUN
1;24;1;Fiir;VERB
1;24;2;ewegnamme;CONJ
1;24;3;soboel;SCONJ
1;24;4;dàss;DET
1;24;5;de;NOUN
1;24;6;Sabayon;ADJ
1;24;7;dìck;ADV
1;24;8;genue;VERB
1;24;9;wùrre;AUX
1;24;10;ìsch;PUNCT
1;24;11;,;ADJ
1;24;12;kàlt;VERB
1;24;13;lon;VERB
1;24;14;wëre;PUNCT
1;24;15;.;ADP
1;25;1;Ìn;DET
1;25;1;e;NOUN
1;25;2;Sàlàdschìssel;DET
1;25;3;de;NOUN
1;25;4;Rahm;CONJ
1;25;5;ùn;DET
1;25;6;de;NOUN
1;25;7;Vanill-Zùcker;VERB
1;25;8;schìtte;PUNCT
1;25;9;.;ADP
1;26;1;Zuere;DET
1;26;1;e;NOUN
1;26;2;Chantilly;VERB
1;26;3;schlaawe;CONJ
1;26;4;ùn;ADP
1;26;5;mìtem;ADJ
1;26;6;kàlte;NOUN
1;26;7;Sabayon;VERB
1;26;8;mìsche;PUNCT
1;26;9;.;DET
1;27;1;d';NOUN
1;27;1;Rhàbàrwer-Stìckle;VERB
1;27;2;koche;PUNCT
1;27;3;.;PRON
1;28;1;Se;ADP
1;28;1;ìn;ADJ
1;28;2;kleini;NOUN
1;28;3;Pfannele;CONJ
1;28;4;odder;ADP
1;28;5;ìn;ADJ
1;28;6;kleini;NOUN
1;28;7;Plättle;VERB
1;28;8;leje;PUNCT
1;28;9;,;ADV
1;28;10;dànn;DET
1;28;11;d';NOUN
1;28;12;Erdbeere;ADV
1;28;13;drùff;VERB
1;28;14;leje;PUNCT
1;28;15;.;ADP
1;29;1;Mìtem;NOUN
1;29;1;Sabayon;VERB
1;29;2;ìwwerzìehje;CONJ
1;29;3;ùn;ADP
1;29;4;mìt;DET
1;29;5;de;ADJ
1;29;6;g'hobelte;NOUN
1;29;7;Màndle;VERB
1;29;8;bstraie;PUNCT
1;29;9;.;
2;1;1;S;DET
2;1;2;elsassischa;ADJ
2;1;3;Museum;NOUN
2;1;4;vu;ADP
2;1;5;Stroßburri;PROPN
2;1;6;ìsch;VERB
2;1;7;a;DET
2;1;8;Volkstum-Museum;NOUN
2;1;9;.;PUNCT
2;2;1;S;DET
2;2;1;Lawa;NOUN
2;2;2;ìm;ADP
2;2;3;Elsàss;PROPN
2;2;4;ìn;ADP
2;2;5;da;DET
2;2;6;XVIII.;NUM
2;2;7;un;CONJ
2;2;8;XIX.;NUM
2;2;9;Johrhundert;NOUN
2;2;10;wìrd;AUX
2;2;11;do;ADV
2;2;12;zeigt;VERB
2;2;13;,;PUNCT
2;2;14;dur;ADP
2;2;15;Tràchta;NOUN
2;2;16;,;PUNCT
2;2;17;Meewel;NOUN
2;2;18;,;PUNCT
2;2;19;Täpfa;NOUN
2;2;20;,;PUNCT
2;2;21;Spìelzig;NOUN
2;2;22;,;PUNCT
2;2;23;Bìlder;NOUN
2;2;24;,;PUNCT
2;2;25;Stuwa;NOUN
2;2;26;un;CONJ
2;2;27;Àtelier;NOUN
2;2;28;wo;PRON
2;2;29;nohgmàcht;VERB
2;2;30;worra;AUX
2;2;31;sìn;AUX
2;2;32;.;PUNCT
2;3;1;S;DET
2;3;1;elsassischa;ADJ
2;3;2;Museum;NOUN
2;3;3;hàt;VERB
2;3;4;aui;ADV
2;3;5;,;PUNCT
2;3;6;zitter;ADP
2;3;7;'m;DET
2;3;8;Ààfàng;NOUN
2;3;9;,;PUNCT
2;3;10;a;DET
2;3;11;großa;ADJ
2;3;12;Sàmmlung;NOUN
2;3;13;wo-n-ìhm;PRON
2;3;14;d;DET
2;3;15;Société;X
2;3;16;d';X
2;3;17;Histoire;X
2;3;18;des;X
2;3;19;Israélites;X
2;3;20;d';X
2;3;21;Alsace;X
2;3;22;et;X
2;3;23;de;X
2;3;24;Lorraine;X
2;3;25;(;PUNCT
2;3;26;Gschìchtverein;NOUN
2;3;27;vu;ADP
2;3;28;da;DET
2;3;29;Israelita;NOUN
2;3;30;vum;ADP
2;3;31;Elsàss;PROPN
2;3;32;un;CONJ
2;3;33;vu;ADP
2;3;34;Lothrìnga;PROPN
2;3;35;);PUNCT
2;3;36;gaa;VERB
2;3;37;hàt;AUX
2;3;38;.;PUNCT
2;4;1;So;ADV
2;4;1;kààt;VERB
2;4;2;ma;PRON
2;4;3;s;DET
2;4;4;kültürella;ADJ
2;4;5;Erbgüet;NOUN
2;4;6;vu;ADP
2;4;7;da;DET
2;4;8;elsassischa;ADJ
2;4;9;Juda;NOUN
2;4;10;entdecka;VERB
2;4;11;.;PUNCT
2;5;1;Dàs;DET
2;5;1;Museum;NOUN
2;5;2;befìndet;VERB
2;5;3;sìch;PRON
2;5;4;nawa;ADP
2;5;5;dr;DET
2;5;6;Ìll;PROPN
2;5;7;,;PUNCT
2;5;8;ìn;ADP
2;5;9;'ma;DET
2;5;10;Gebäi;NOUN
2;5;11;wo;PRON
2;5;12;zu;ADP
2;5;13;da;DET
2;5;14;monuments;X
2;5;15;historiques;X
2;5;16;gheert;VERB
2;5;17;,;PUNCT
2;5;18;àn;ADP
2;5;19;dr;DET
2;5;20;Àdrass;NOUN
2;5;21;:;PUNCT
2;5;22;23-25;NUM
2;5;23;Place;X
2;5;24;du;X
2;5;25;Corbeau;X
2;5;26;.;PUNCT
2;6;1;S;DET
2;6;1;Museum;NOUN
2;6;2;ìsch;VERB
2;6;3;àm;ADP
2;6;4;3.;NUM
2;6;5;Novamber;NOUN
2;6;6;1902;NUM
2;6;7;grìnda;VERB
2;6;8;worra;AUX
2;6;9;,;PUNCT
2;6;10;bim;ADP
2;6;11;Notàr;NOUN
2;6;12;Alfred;PROPN
2;6;13;Ritleng;PROPN
2;6;14;z';ADP
2;6;15;Stroßburri;PROPN
2;6;16;.;PUNCT
2;7;1;Bi;ADP
2;7;1;da;DET
2;7;2;Grìnder;NOUN
2;7;3;sìn;AUX
2;7;4;dr;DET
2;7;5;Pierre;PROPN
2;7;6;Bucher;PROPN
2;7;7;,;PUNCT
2;7;8;dr;DET
2;7;9;Ferdinand;PROPN
2;7;10;un;CONJ
2;7;11;dr;DET
2;7;12;Léon;PROPN
2;7;13;Dollinger;PROPN
2;7;14;,;PUNCT
2;7;15;dr;DET
2;7;16;Anselme;PROPN
2;7;17;Laugel;PROPN
2;7;18;,;PUNCT
2;7;19;dr;DET
2;7;20;Gustave;PROPN
2;7;21;Stoskopf;PROPN
2;7;22;,;PUNCT
2;7;23;dr;DET
2;7;24;Fritz;PROPN
2;7;25;Kiener;PROPN
2;7;26;,;PUNCT
2;7;27;dr;DET
2;7;28;Archeologue;NOUN
2;7;29;Robert;PROPN
2;7;30;Forrer;PROPN
2;7;31;un;CONJ
2;7;32;dr;DET
2;7;33;Alfred;PROPN
2;7;34;Kassel;PROPN
2;7;35;gsìì;VERB
2;7;36;.;PUNCT
2;8;1;Dr;DET
2;8;1;Kìnschtler;NOUN
2;8;2;Charles;PROPN
2;8;3;Spindler;PROPN
2;8;4;-;SYM
2;8;5;wo;PRON
2;8;6;bim;ADP
2;8;7;Notàr;NOUN
2;8;8;nìt;PART
2;8;9;derbi;ADV
2;8;10;gsìì;VERB
2;8;11;ìsch;AUX
2;8;12;-;SYM
2;8;13;hàt;AUX
2;8;14;aui;ADV
2;8;15;mìtgmàcht;VERB
2;8;16;:;PUNCT
2;8;17;ar;PRON
2;8;18;hàt;AUX
2;8;19;d;DET
2;8;20;Wàsserfàrb-Gmälta;NOUN
2;8;21;vum;ADP
2;8;22;Büech;NOUN
2;8;23;Costumes;X
2;8;24;et;X
2;8;25;coutumes;X
2;8;26;d’;X
2;8;27;Alsace;VERB
2;8;28;gaa;PUNCT
2;8;29;,;CONJ
2;8;30;un;AUX
2;8;31;hàt;ADV
2;8;32;derfer;DET
2;8;33;a;NOUN
2;8;34;Gschaftsààteil;ADP
2;8;35;vum;NOUN
2;8;36;Museum;VERB
2;8;37;bikumma;PUNCT
2;8;38;.;DET
2;9;1;Dia;NOUN
2;9;1;Bìlder;AUX
2;9;2;sìn;DET
2;9;3;d;ADJ
2;9;4;erschta;NOUN
2;9;5;Giater;ADP
2;9;6;vum;ADJ
2;9;7;züekìnftiga;NOUN
2;9;8;Museum;VERB
2;9;9;gsìì;PUNCT
2;9;10;.;DET
2;10;1;Dr;PROPN
2;10;1;Goerges;PROPN
2;10;2;Ritleng;AUX
2;10;3;ìsch;NOUN
2;10;4;Ehrapräsidant;ADP
2;10;5;vum;NOUN
2;10;6;Museum;VERB
2;10;7;worra;PUNCT
2;10;8;.;DET
2;11;1;S;NOUN
2;11;1;Museum;AUX
2;11;2;hàt;ADP
2;11;3;àm;NUM
2;11;4;11.;NOUN
2;11;5;Mai;NUM
2;11;6;1907;VERB
2;11;7;ufgmàcht;PUNCT
2;11;8;.;ADP
2;12;1;Wahrend'm;ADJ
2;12;1;erschta;NOUN
2;12;2;Waltkriag;AUX
2;12;3;hàt;DET
2;12;4;d;ADJ
2;12;5;ditscha;NOUN
2;12;6;Regiarung;DET
2;12;7;s;NOUN
2;12;8;Museum;VERB
2;12;9;züegmàcht;PUNCT
2;12;10;,;SCONJ
2;12;11;wial;PRON
2;12;12;'s;PART
2;12;13;züe;ADV
2;12;14;vìel;ADP
2;12;15;fer;DET
2;12;16;s;PROPN
2;12;17;Frànkrìch;VERB
2;12;18;igstellt;AUX
2;12;19;gsìì;AUX
2;12;20;ìsch;PUNCT
2;12;21;.;ADP
2;13;1;Ànna;NUM
2;13;1;1917;AUX
2;13;2;hàt;DET
2;13;3;d;NOUN
2;13;4;Stàdt;PROPN
2;13;5;Stroßburri;DET
2;13;6;s;NOUN
2;13;7;Museum;VERB
2;13;8;àbkàuift;PUNCT
2;13;9;.;NUM
2;14;1;Zwei;NOUN
2;14;1;Gebäi;ADV
2;14;2;nawadràà;AUX
2;14;3;sìn;ADV
2;14;4;aui;VERB
2;14;5;kàuift;VERB
2;14;6;worra;PUNCT
2;14;7;,;DET
2;14;8;s;NOUN
2;14;9;Museum;AUX
2;14;10;hàt;PRON
2;14;11;sìch;VERB
2;14;12;vergreeßert;PUNCT
2;14;13;,;ADP
2;14;14;ìm;NOUN
2;14;15;Ràhma;ADP
2;14;16;vu;DET
2;14;17;da;NOUN
2;14;18;Stàdtmuseum;ADP
2;14;19;vu;PROPN
2;14;20;Stroßburri;PUNCT
2;14;21;.;ADP
2;15;1;Zwìscha;NUM
2;15;1;1969;CONJ
2;15;2;un;NUM
2;15;3;1985;AUX
2;15;4;hàt;DET
2;15;5;dr;NOUN
2;15;6;Verwàlter;PROPN
2;15;7;Georges;PROPN
2;15;8;Klein;NOUN
2;15;9;Üstellunga;ADP
2;15;10;ìwer;ADJ
2;15;11;verschìedena;NOUN
2;15;12;Thema;VERB
2;15;13;ufbàuia;PUNCT
2;15;14;.;PRON
2;16;1;Ar;AUX
2;16;1;hàt;DET
2;16;2;d;NOUN
2;16;3;Entwìcklung;ADP
2;16;4;vum;NOUN
2;16;5;Museum;ADP
2;16;6;ìn;DET
2;16;7;da;NUM
2;16;8;zwei;NOUN
2;16;9;Gebäi;ADV
2;16;10;nawadràà;VERB
2;16;11;gfiahrt;CONJ
2;16;12;un;ADJ
2;16;13;nèia;NOUN
2;16;14;Saal;VERB
2;16;15;ufgstellt;PUNCT
2;16;16;.;NUM
2;17;1;Zwei;NOUN
2;17;1;Saal;ADP
2;17;2;ìm;ADJ
2;17;3;drìtta;NOUN
2;17;4;Stock;AUX
2;17;5;sìn;ADV
2;17;6;làng;ADP
2;17;7;ìm;NOUN
2;17;8;Wark;ADP
2;17;9;vum;NOUN
2;17;10;Pàschtor;CONJ
2;17;11;un;NOUN
2;17;12;Pädagoge;PROPN
2;17;13;Jean-Frédéric;PROPN
2;17;14;Oberlin;VERB
2;17;15;gwìdmet;AUX
2;17;16;gsìì;PUNCT
2;17;17;.;PRON
2;18;1;Wo;PUNCT
2;18;1;,;ADP
2;18;2;ànna;NUM
2;18;3;2003;PUNCT
2;18;4;,;DET
2;18;5;s;NOUN
2;18;6;Museum;PROPN
2;18;7;Jean-Frédéric;PROPN
2;18;8;Oberlin;ADP
2;18;9;z';PROPN
2;18;10;Waldersbach;VERB
2;18;11;ufgmàcht;AUX
2;18;12;hàt;PUNCT
2;18;13;,;AUX
2;18;14;ìsch;DET
2;18;15;dia;NOUN
2;18;16;Sàmmlung;ADV
2;18;17;därt;VERB
2;18;18;ànakumma;PUNCT
2;18;19;.;ADP
2;19;1;Noh;DET
2;19;1;da;NOUN
2;19;2;Faschter;ADP
2;19;3;vum;NUM
2;19;4;100.;NOUN
2;19;5;Geburstàg;ADP
2;19;6;ànna;NUM
2;19;7;2007;PUNCT
2;19;8;,;AUX
2;19;9;ìsch;DET
2;19;10;s;NOUN
2;19;11;Museum;VERB
2;19;12;renowiart;AUX
2;19;13;worra;PUNCT
2;19;14;,;ADP
2;19;15;fer;ADP
2;19;16;ìn;DET
2;19;17;d;NOUN
2;19;18;Sìcherheitsnorma;VERB
2;19;19;ààpàssa;PUNCT
2;19;20;.;DET
2;20;1;S;NOUN
2;20;1;Museum;AUX
2;20;2;hàt;ADP
2;20;3;àm;NUM
2;20;4;15.;NOUN
2;20;5;Oktower;NUM
2;20;6;2008;ADV
2;20;7;wìder;VERB
2;20;8;ufgmàcht;PUNCT
2;20;9;.;
3;1;1;Johannes;PROPN
3;1;2;Mentelin;PROPN
3;1;3;Dr;DET
3;1;4;Johannes;PROPN
3;1;5;Mentelin;PROPN
3;1;6;mankmol;ADV
3;1;7;àui;ADV
3;1;8;Mentlin;PROPN
3;1;9;gnannt;VERB
3;1;10;(;PUNCT
3;1;11;"*";SYM
3;1;12;um;ADP
3;1;13;1410;NUM
3;1;14;z';ADP
3;1;15;Schlettstàdt;PROPN
