corpus_name;sentence_position;word_position;value;postag_name;confidence_score;tagger
corpus_CONJ;1;1;O;INTJ;100;training
corpus_CONJ;1;2;,;PUNCT;100;training
corpus_CONJ;1;3;wie;CONJ;100;training
corpus_CONJ;1;4;bin;VERB;100;training
corpus_CONJ;1;5;ich;PRON;100;training
corpus_CONJ;1;6;unglüecklich;ADJ;100;training
corpus_CONJ;1;7;!;PUNCT;100;training
corpus_CONJ;2;1;Unn;CONJ;100;training
corpus_CONJ;2;2;wenn;SCONJ;100;training
corpus_CONJ;2;3;du;PRON;100;training
corpus_CONJ;2;4;bis;ADP;100;training
corpus_CONJ;2;5;an;ADP;100;training
corpus_CONJ;2;6;de;DET;100;training
corpus_CONJ;2;7;plafond;NOUN;100;training
corpus_CONJ;2;8;springsch;VERB;100;training
corpus_CONJ;2;9;!;PUNCT;100;training
corpus_CONJ;3;1;Vùm;ADP+DET;100;training
corpus_CONJ;3;2;Fiir;NOUN;100;training
corpus_CONJ;3;3;ewegnamme;VERB;100;training
corpus_CONJ;3;4;soboel;CONJ;100;training
corpus_CONJ;3;5;dàss;SCONJ;100;training
corpus_CONJ;3;6;de;DET;100;training
corpus_CONJ;3;7;Sabayon;NOUN;100;training
corpus_CONJ;3;8;dìck;ADJ;100;training
corpus_CONJ;3;9;genue;ADV;100;training
corpus_CONJ;3;10;wùrre;VERB;100;training
corpus_CONJ;3;11;ìsch;AUX;100;training
corpus_CONJ;3;12;,;PUNCT;100;training
corpus_CONJ;3;13;kàlt;ADJ;100;training
corpus_CONJ;3;14;lon;VERB;100;training
corpus_CONJ;3;15;wëre;VERB;100;training
corpus_CONJ;3;16;.;PUNCT;100;training
corpus_CONJ;4;1;Àls;SCONJ;100;training
corpus_CONJ;4;2;Berüef;NOUN;100;training
corpus_CONJ;4;3;ìsch;AUX;100;training
corpus_CONJ;4;4;'r;PRON;100;training
corpus_CONJ;4;5;zeerscht;ADV;100;training
corpus_CONJ;4;6;„;PUNCT;100;training
corpus_CONJ;4;7;Guldschriiwer;NOUN;100;training
corpus_CONJ;4;8;“;PUNCT;100;training
corpus_CONJ;4;9;(;PUNCT;100;training
corpus_CONJ;4;10;Kalligraph;NOUN;100;training
corpus_CONJ;4;11;un;CONJ;100;training
corpus_CONJ;4;12;Büechschriiwer;NOUN;100;training
corpus_CONJ;4;13;);PUNCT;100;training
corpus_CONJ;4;14;gsìì;VERB;100;training
corpus_CONJ;4;15;un;CONJ;100;training
corpus_CONJ;4;16;hàt;AUX;100;training
corpus_CONJ;4;17;noochhar;ADV;100;training
corpus_CONJ;4;18;àls;SCONJ;100;training
corpus_CONJ;4;19;bìschäfliger;ADJ;100;training
